datetime,open,high,low,close,volume
2019-01-01 04:00:00,55.59444308070872,55.59444308070872,55.084995621196455,55.113407043724536,67781509423.757614
2019-01-01 08:00:00,55.06257386601232,55.08868323649114,54.92185602086397,55.04602716136681,67781509423.757614
2019-01-01 12:00:00,55.048592747484825,55.048592747484825,54.6691816955761,54.725052238468486,67781509423.757614
2019-01-01 16:00:00,54.64423223852573,54.78386140780272,54.53457798559984,54.58986840026285,67781509423.757614
2019-01-01 20:00:00,54.55829047045383,54.64564842059334,54.30514362306462,54.63501440669111,67781509423.757614
2019-01-02 00:00:00,54.64262140186113,54.68530644643902,54.57752308293371,54.62618581820783,86595703270.91925
2019-01-02 04:00:00,54.63147536278158,54.64245938983006,54.39511567816226,54.39511567816226,86595703270.91925
2019-01-02 08:00:00,54.41342994103838,54.41342994103838,54.01140500338615,54.04884119084728,86595703270.91925
2019-01-02 12:00:00,54.02451720992928,54.19359276161524,53.927366392993314,54.1310497836563,86595703270.91925
2019-01-02 16:00:00,54.12679296080979,54.12679296080979,53.8566662608232,53.8566662608232,86595703270.91925
2019-01-02 20:00:00,53.863851047092645,53.97571555823956,53.69465991518878,53.91844891795478,86595703270.91925
2019-01-03 00:00:00,53.90105708115989,54.07931315796583,53.840153931124576,53.951466458908406,72750041130.929
2019-01-03 04:00:00,53.953439160926834,53.95715778745994,53.872963982101886,53.91067084716472,72750041130.929
2019-01-03 08:00:00,53.93032006524015,54.46502432015158,53.93032006524015,54.318867173741225,72750041130.929
2019-01-03 12:00:00,54.311978104601344,54.36352608619151,54.22048942468941,54.30731805850245,72750041130.929
2019-01-03 16:00:00,54.29731346122229,54.446200651875934,54.282572063113946,54.41173278650919,72750041130.929
2019-01-03 20:00:00,54.40523782808961,54.42665976683775,54.24118561054652,54.323388032408594,72750041130.929
2019-01-04 00:00:00,54.33238193162829,54.38596045213514,54.02831711207661,54.02831711207661,79417433473.12402
2019-01-04 04:00:00,54.052235297682,54.05306614529736,53.71019340312346,53.94199147253392,79417433473.12402
2019-01-04 08:00:00,53.96019662098565,54.15778959398002,53.94605484318946,54.08868662338718,79417433473.12402
2019-01-04 12:00:00,54.11705892277877,54.39605272506483,54.06649818504167,54.20945027690125,79417433473.12402
2019-01-04 16:00:00,54.21949610333906,54.26292711340757,54.1478790471972,54.16210608029418,79417433473.12402
2019-01-04 20:00:00,54.16882240434045,54.16882240434045,53.993032590411374,54.07419341386071,79417433473.12402
2019-01-05 00:00:00,54.08308466296136,54.08308466296136,53.48118860758009,53.82938854558154,85374667907.8073
2019-01-05 04:00:00,53.84344923268698,54.074219707599866,53.80600100943156,54.07221653071944,85374667907.8073
2019-01-05 08:00:00,54.06009107029407,54.117255180374336,53.88645187660943,53.89568753796517,85374667907.8073
2019-01-05 12:00:00,53.895172396846746,53.95616215347113,53.63249451581569,53.72758211447112,85374667907.8073
2019-01-05 16:00:00,53.78659260567338,53.90740650289221,53.70803222412631,53.81686750012705,85374667907.8073
