datetime,open,high,low,close,volume
2014-03-01 00:00:00,6917432785.131387,7058957850.803803,6706825915.268744,6995655084.979455,45664251.742543824
2014-03-01 04:00:00,7009190084.849709,7108620833.66659,6947486102.733522,7021842398.127984,45664251.742543824
2014-03-01 08:00:00,7021900115.939184,7114853889.096228,6959673191.2888775,7035085030.821101,45664251.742543824
2014-03-01 12:00:00,6984954587.616436,7091854064.2879,6973859770.453311,7037187783.61518,45664251.742543824
2014-03-01 16:00:00,7035345083.722356,7210816419.723555,6976188589.007754,7191998405.161935,45664251.742543824
2014-03-01 20:00:00,7191998405.161935,7223279852.426642,7072967036.801838,7116459984.990131,45664251.742543824
2014-03-02 00:00:00,7136176539.710747,7180850555.56781,7093062702.614609,7128276489.08149,16624614.311600162
2014-03-02 04:00:00,7092936939.091513,7116762457.410908,7030533297.919813,7116762457.410908,16624614.311600162
2014-03-02 08:00:00,7116762457.410908,7180608525.014438,7089272706.523393,7134880486.939276,16624614.311600162
2014-03-02 12:00:00,7161413555.60006,7165060280.67666,6962489380.651078,7062355969.581122,16624614.311600162
2014-03-02 16:00:00,7062355969.581122,7104979712.722405,7007044958.135072,7104853958.643348,16624614.311600162
2014-03-02 20:00:00,7101207090.350654,7168792252.836678,6954393691.426375,7059509219.086889,16624614.311600162
2014-03-03 00:00:00,7110063635.256065,7205696602.537591,7067809197.860932,7193712347.211711,16624614.311600162
2014-03-03 04:00:00,7193712347.211711,7265749211.714844,7112463447.573826,7245368359.307409,16624614.311600162
2014-03-03 08:00:00,7250822105.942381,7600788031.644285,7245368359.307409,7488849666.019658,16624614.311600162
2014-03-03 12:00:00,7506892747.163656,7922154016.820755,7377791044.661437,7790434350.227945,16624614.311600162
2014-03-03 16:00:00,7796653962.67976,8927806473.533724,7648417341.022411,8209530420.681875,16624614.311600162
2014-03-03 20:00:00,8223729121.084374,8599665337.79285,8076476313.405993,8515740046.622129,16624614.311600162
2014-03-04 00:00:00,8522090185.115418,8830563735.60857,8397178228.105041,8522519842.816823,16624614.311600162
2014-03-04 04:00:00,8528935325.417531,8620292874.596157,8330341084.668434,8430858020.833364,16624614.311600162
2014-03-04 08:00:00,8469645760.596682,8676112079.9485,8463274732.746552,8611312067.921654,16624614.311600162
2014-03-04 12:00:00,8615128833.741154,8789566354.879148,8609805715.956419,8707467535.035765,16624614.311600162
2014-03-04 16:00:00,8725266851.047144,8778263707.721178,7954040493.757836,8326862605.153279,16624614.311600162
2014-03-04 20:00:00,8330553295.297168,8518099504.963883,8322594607.918448,8451686259.376181,16624614.311600162
2014-03-05 00:00:00,8455342292.301826,8539561803.136904,8234747216.947526,8353380927.065933,16624614.311600162
2014-03-05 04:00:00,8356204327.560809,8502197886.590658,8259990476.16141,8266963890.770053,16624614.311600162
2014-03-05 08:00:00,8288712449.482918,8426891030.90994,8183188087.008071,8330994554.855555,16624614.311600162
2014-03-05 12:00:00,8314843263.069189,8519098246.559654,8253787727.970728,8285045418.377795,16624614.311600162
2014-03-05 16:00:00,8288717469.796472,8398709527.387075,8272499129.785638,8329711815.324122,16624614.311600162
2014-03-05 20:00:00,8351613959.943784,8464640682.751316,8330339478.033439,8410458251.721195,16624614.311600162
2014-03-06 00:00:00,8401811379.234702,8481323667.402932,8398030672.698816,8460494282.236164,16624614.311600162
2014-03-06 04:00:00,8440634411.931865,8485832777.9872675,8363446733.382784,8380622864.19318,16624614.311600162
2014-03-06 08:00:00,8383583921.474616,8451330218.77011,8346979026.630527,8410323452.296686,16624614.311600162
2014-03-06 12:00:00,8415307025.875973,8439148733.176943,8159250609.15079,8254715982.385954,16624614.311600162
2014-03-06 16:00:00,8258249152.768621,8364309572.637905,8189441464.277062,8238715796.467677,16624614.311600162
2014-03-06 20:00:00,8247004748.336074,8409507741.599398,8226533549.024729,8409507741.599398,16624614.311600162
2014-03-07 00:00:00,8409507741.599398,8414967439.881377,8275845720.251552,8289449952.546807,16624614.311600162
2014-03-07 04:00:00,8301254350.297744,8338491439.240132,8225497675.047126,8287283092.697862,16624614.311600162
2014-03-07 08:00:00,8287157512.580685,8288659747.669158,7911997527.129017,8051736646.543691,16624614.311600162
2014-03-07 12:00:00,8048220110.75259,8113155217.716909,7848822174.664821,7978434558.540189,16624614.311600162
2014-03-07 16:00:00,7951381098.301185,7978383040.052112,7704344707.247492,7891544708.324496,16624614.311600162
2014-03-07 20:00:00,7891419118.778562,7995784031.449922,7843647724.805137,7942931374.805519,16624614.311600162
2014-03-08 00:00:00,7942931374.805519,8013349436.109678,7780006782.964798,7798584404.840866,16624614.311600162
2014-03-08 04:00:00,7798584404.840866,7870135587.7404995,7747498143.655802,7822059701.267173,16624614.311600162
2014-03-08 08:00:00,7822059701.267173,7923726448.995295,7803035925.978502,7813579721.004357,16624614.311600162
2014-03-08 12:00:00,7819981310.841482,7840315772.677057,7669232513.979277,7693583268.606315,16624614.311600162
2014-03-08 16:00:00,7670487707.516753,7753238104.41055,7586251358.8022785,7667863237.092014,16624614.311600162
2014-03-08 20:00:00,7667863237.092014,7842175638.465491,7657698151.0507965,7782140146.557805,16624614.311600162
2014-03-09 00:00:00,7800493780.80136,7800493780.80136,7737336981.376143,7762888210.373918,22081648.2953623
2014-03-09 04:00:00,7786039028.115016,7798838720.371952,7712297670.696671,7782735294.719305,22081648.2953623
2014-03-09 08:00:00,7798459981.870877,7860782830.968059,7774683422.158446,7845323009.985665,22081648.2953623
2014-03-09 12:00:00,7845322784.628773,8213270939.789618,7803689356.034474,8047324180.120039,22081648.2953623
2014-03-09 16:00:00,8049713938.945664,8150194887.720725,7950064300.242022,8091080819.862256,22081648.2953623
2014-03-09 20:00:00,8091080819.862256,8137114328.024384,8005428308.77371,8049575197.748864,22081648.2953623
2014-03-10 00:00:00,8029451259.754492,8132507390.629038,7999299821.279014,8053010438.875083,22081648.2953623
2014-03-10 04:00:00,8053155947.256857,8112672241.649878,8037036985.086257,8078423996.54669,22081648.2953623
2014-03-10 08:00:00,8056935301.241948,8093885062.476051,7739576350.687839,7924005445.332438,22081648.2953623
2014-03-10 12:00:00,7905138765.700694,7924005445.332438,7763597181.891013,7858774884.885395,22081648.2953623
2014-03-10 16:00:00,7848335592.3506975,7923777823.056438,7735087142.783676,7735087142.783676,22081648.2953623
2014-03-10 20:00:00,7747538544.015128,7986515819.914951,7659498333.2876835,7916248423.398826,22081648.2953623
2014-03-11 00:00:00,7898891539.343709,7951465289.597614,7873616514.910573,7877930366.568064,22081648.2953623
2014-03-11 04:00:00,7878056139.771438,7923711812.596398,7839464034.473256,7874669311.807754,22081648.2953623
2014-03-11 08:00:00,7898326045.834294,7947446212.427425,7861572435.225875,7905002517.509774,22081648.2953623
2014-03-11 12:00:00,7887439234.9147,7923788620.003046,7724700261.363476,7817116715.870736,22081648.2953623
2014-03-11 16:00:00,7798627316.719763,7886070557.543538,7770743819.948739,7866955861.591255,22081648.2953623
2014-03-11 20:00:00,7872333130.735311,8105884804.729423,7817112224.847099,7950395981.553289,22081648.2953623
2014-03-12 00:00:00,7945616413.604744,8263237410.060122,7945364858.59893,8037228610.525181,22081648.2953623
2014-03-12 04:00:00,8049680654.851347,8149138992.956844,7961081939.273225,8035304105.470982,22081648.2953623
2014-03-12 08:00:00,8030038506.450358,8046209098.907344,7883351690.417329,7986066707.213426,22081648.2953623
2014-03-12 12:00:00,7961368824.304147,8109473249.040851,7887944989.328561,8090891988.894237,22081648.2953623
2014-03-12 16:00:00,8090891988.894237,8130832065.491693,8054062117.151794,8116863293.486282,22081648.2953623
2014-03-12 20:00:00,8129825307.14896,8136045716.740439,7931171028.54246,7990717002.92171,22081648.2953623
2014-03-13 00:00:00,7990717002.92171,8063982318.647057,7953591851.085158,8016790549.05731,22081648.2953623
2014-03-13 04:00:00,8016790549.05731,8094638117.037313,8003429935.102885,8039857174.561127,22081648.2953623
2014-03-13 08:00:00,8039857174.561127,8158901041.060479,8030308202.936838,8101020200.748169,22081648.2953623
2014-03-13 12:00:00,8100924710.954985,8171390877.345778,8022312890.143698,8035066842.167082,22081648.2953623
2014-03-13 16:00:00,8033935390.5042305,8144199199.646095,8033683956.801375,8092795226.3026495,22081648.2953623
2014-03-13 20:00:00,8142816696.695538,8159807986.616877,8043675605.4941,8056757070.4667635,22081648.2953623
2014-03-14 00:00:00,8056882758.943861,8107689453.740724,8025289898.158006,8091993319.732142,22081648.2953623
2014-03-14 04:00:00,8087237217.161778,8087341809.597601,7950265137.482089,8033855851.347804,22081648.2953623
2014-03-14 08:00:00,8033855851.347804,8047181914.195872,7950710834.858917,8007786285.407214,22081648.2953623
2014-03-14 12:00:00,8007180713.400872,8104376737.329114,7920310119.402254,8003575405.549602,22081648.2953623
2014-03-14 16:00:00,8002710268.248273,8040110633.787235,7889348045.306979,7951632371.980456,22081648.2953623
2014-03-14 20:00:00,7951003237.367592,7989975526.518129,7863066163.610908,7927576277.988754,22081648.2953623
2014-03-15 00:00:00,7934744068.475183,7985243704.060432,7863409932.713085,7926140325.4634495,22081648.2953623
2014-03-15 04:00:00,7949907428.771599,7967638442.350694,7922199328.898551,7947411049.502126,22081648.2953623
2014-03-15 08:00:00,7947394837.015191,7958728565.237176,7865760540.032252,7932552180.942439,22081648.2953623
2014-03-15 12:00:00,7907025365.592323,8010131705.321353,7907025365.592323,7983473182.220441,22081648.2953623
2014-03-15 16:00:00,7959832605.130952,8051297525.594903,7941315399.423741,8049774757.981707,22081648.2953623
2014-03-15 20:00:00,8027378273.19935,8051158810.412077,7976317060.444409,8018100416.389887,22081648.2953623
2014-03-16 00:00:00,8042938705.81907,8047984622.382211,7987966167.02527,8014555755.926045,8512398.31996512
2014-03-16 04:00:00,8002332106.05223,8048881328.946294,7988139065.232865,8048755164.999259,8512398.31996512
2014-03-16 08:00:00,8048881328.946294,8066796609.425161,7926817268.74519,7998677479.189821,8512398.31996512
2014-03-16 12:00:00,7998677479.189821,8011320608.807876,7937567957.752783,7984194810.658427,8512398.31996512
2014-03-16 16:00:00,8007030947.705173,8011320608.807876,7944767843.846332,7977320886.2909,8512398.31996512
2014-03-16 20:00:00,7986026033.151683,8003587239.021377,7948129377.304728,7979008906.896317,8512398.31996512
2014-03-17 00:00:00,8003516630.823962,8003516630.823962,7952545358.790245,7992730088.22877,8512398.31996512
2014-03-17 04:00:00,7974212360.242991,7992856059.167449,7898503826.097055,7898503826.097055,8512398.31996512
2014-03-17 08:00:00,7916013786.573403,7935917194.884649,7809843088.207694,7810390577.817225,8512398.31996512
2014-03-17 12:00:00,7810516553.890676,7895209094.400498,7803713845.924383,7867583179.0225725,8512398.31996512
2014-03-17 16:00:00,7859131414.957178,7938540099.5134115,7848764456.591862,7916732874.288052,8512398.31996512
2014-03-17 20:00:00,7883487501.510177,7919381876.683845,7820889000.199818,7850028118.89411,8512398.31996512
2014-03-18 00:00:00,7858268414.36948,7873405454.832493,7814355495.94875,7814355495.94875,8512398.31996512
2014-03-18 04:00:00,7814355495.94875,7826843327.976173,7644168430.798899,7743575753.91507,8512398.31996512
2014-03-18 08:00:00,7743575753.91507,7806772656.448324,7456516353.799817,7593630580.392621,8512398.31996512
2014-03-18 12:00:00,7618606308.879627,7784284602.895851,7521478475.874604,7684212647.278098,8512398.31996512
2014-03-18 16:00:00,7684210394.593204,7786799288.981437,7644602363.07703,7786799288.981437,8512398.31996512
2014-03-18 20:00:00,7786673148.156098,7803071455.450127,7686478778.955594,7711626192.429432,8512398.31996512
2014-03-19 00:00:00,7735174175.945521,7862545502.580403,7635986002.398178,7758259022.502186,8512398.31996512
2014-03-19 04:00:00,7758259022.502186,7826494552.430843,7718963793.9736,7748981986.50572,8512398.31996512
2014-03-19 08:00:00,7734225143.958418,7811434935.821385,7720162482.505715,7740595535.736761,8512398.31996512
2014-03-19 12:00:00,7741478445.444275,7779751244.846737,7657352641.111596,7703137079.001328,8512398.31996512
2014-03-19 16:00:00,7696200042.95743,7717137279.017197,7632236475.822203,7693906021.8836,8512398.31996512
2014-03-19 20:00:00,7693779892.276685,7747798829.985949,7654534756.707148,7700051681.953629,8512398.31996512
2014-03-20 00:00:00,7685148638.671148,7701400571.826155,7526740112.84775,7559634390.730796,8512398.31996512
2014-03-20 04:00:00,7559508359.014767,7612315648.030075,7498757288.931601,7610864761.898519,8512398.31996512
2014-03-20 08:00:00,7610738731.251184,7643002599.394409,7434563206.410369,7434585049.521856,8512398.31996512
2014-03-20 12:00:00,7434689194.602309,7518997386.128864,7290432714.830408,7432569232.528256,8512398.31996512
2014-03-20 16:00:00,7432547395.339321,7493777656.622415,7383286012.290574,7458859670.203054,8512398.31996512
2014-03-20 20:00:00,7482798577.928368,7496405957.056442,7358066428.826212,7378309860.709006,8512398.31996512
2014-03-21 00:00:00,7378309860.709006,7441147337.750338,7291433930.459972,7307666568.78002,8512398.31996512
2014-03-21 04:00:00,7307666568.78002,7622652644.190212,7290783767.086128,7495294227.199427,8512398.31996512
2014-03-21 08:00:00,7518832933.767524,7658938563.56498,7005372887.31689,7177640522.622388,8512398.31996512
2014-03-21 12:00:00,7177640522.622388,7395862761.676677,7119179189.900566,7246828691.712108,8512398.31996512
2014-03-21 16:00:00,7246871031.390264,7368038473.2040415,7215340455.2527075,7330844226.291677,8512398.31996512
2014-03-21 20:00:00,7343440178.570529,7343440178.570529,7054400351.181292,7179602542.894219,8512398.31996512
2014-03-22 00:00:00,7179476584.954871,7210578756.847514,7091576326.9341545,7193880093.068679,8512398.31996512
2014-03-22 04:00:00,7180867554.6283245,7201996701.351973,7082565256.325469,7142392729.948221,8512398.31996512
2014-03-22 08:00:00,7117202214.738642,7139432750.491767,6814054369.8141165,7043644034.02824,8512398.31996512
2014-03-22 12:00:00,7043644034.02824,7095159545.095754,6853279243.543342,7004447111.082283,8512398.31996512
2014-03-22 16:00:00,7004321127.285905,7085414004.424547,6922783999.298537,7039752581.295523,8512398.31996512
2014-03-22 20:00:00,7039626732.094955,7173551261.735133,7011708750.593802,7125487904.888226,8512398.31996512
2014-03-23 00:00:00,7131471059.660738,7180356941.418464,7053350381.417663,7142444535.448075,22428897.94376785
2014-03-23 04:00:00,7092905658.313435,7186845215.193056,7054658823.508654,7136675045.500218,22428897.94376785
2014-03-23 08:00:00,7107255133.862577,7173843582.190539,7037725076.994749,7083254985.210404,22428897.94376785
2014-03-23 12:00:00,7081512086.725182,7183962057.963966,7038305982.506374,7125169508.946783,22428897.94376785
2014-03-23 16:00:00,7123701454.266634,7196397666.570818,7109929634.871311,7139728106.837731,22428897.94376785
2014-03-23 20:00:00,7138394150.507994,7158778995.725181,7035497380.052681,7105506101.332796,22428897.94376785
2014-03-24 00:00:00,7054200070.936177,7105253362.266803,6897828464.737653,7024976533.201278,22428897.94376785
2014-03-24 04:00:00,7024976533.201278,7044182541.314064,6923643234.249546,6949323990.47494,22428897.94376785
2014-03-24 08:00:00,6949197875.30897,7163083058.9935055,6942641759.863972,7125183148.62846,22428897.94376785
2014-03-24 12:00:00,7123161606.900384,7162954222.623986,7045999782.99795,7103296414.263239,22428897.94376785
2014-03-24 16:00:00,7131141715.771679,7294680929.76898,7070901863.7193775,7229293306.100471,22428897.94376785
2014-03-24 20:00:00,7229293306.100471,7488619294.697028,7193531000.030928,7392286404.794638,22428897.94376785
2014-03-25 00:00:00,7403912278.315802,7403912278.315802,7188729282.317596,7277108191.303485,22428897.94376785
2014-03-25 04:00:00,7253982189.757794,7341931394.597554,7190540943.63062,7297750260.078641,22428897.94376785
2014-03-25 08:00:00,7297750260.078641,7322623215.117317,7184243729.216864,7270006005.134943,22428897.94376785
2014-03-25 12:00:00,7269374643.23503,7365086879.996711,7221114789.224359,7263768739.88113,22428897.94376785
2014-03-25 16:00:00,7292745174.08207,7403898765.910328,7221132953.679134,7386600232.033601,22428897.94376785
2014-03-25 20:00:00,7386600232.033601,7417869943.744908,7310773760.776023,7370657784.909309,22428897.94376785
2014-03-26 00:00:00,7370657784.909309,7374824352.340011,7197896347.352274,7197896347.352274,22428897.94376785
2014-03-26 04:00:00,7253885672.053831,7273121576.5374975,7134820989.862033,7185964396.957503,22428897.94376785
2014-03-26 08:00:00,7185964396.957503,7449729984.781268,7148711791.789198,7374482654.379074,22428897.94376785
2014-03-26 12:00:00,7349745503.899384,7473991946.592402,7345083142.727601,7415896704.830204,22428897.94376785
2014-03-26 16:00:00,7415896704.830204,7417449495.127646,7335427809.412183,7373254826.053722,22428897.94376785
2014-03-26 20:00:00,7373254826.053722,7382064748.027864,7301701128.615766,7337887104.228573,22428897.94376785
2014-03-27 00:00:00,7339401736.21651,7340424016.69753,7069703358.46852,7162901682.459225,22428897.94376785
2014-03-27 04:00:00,7185246693.788209,7214916961.353696,7057903071.408828,7110654984.362535,22428897.94376785
2014-03-27 08:00:00,7110659244.843393,7110659244.843393,6946144528.526455,7029385892.929736,22428897.94376785
2014-03-27 12:00:00,7029259692.105805,7076332620.631455,6375273503.154846,6613924327.779124,22428897.94376785
2014-03-27 16:00:00,6613675206.878527,6688411706.124004,6435564763.455417,6532806771.854378,22428897.94376785
