datetime,open,high,low,close,volume,Volume MA
2014-05-06 13:30:00,1883.69,1883.69,1873.78,1873.99,2880.0,
2014-05-06 17:30:00,1873.89,1874.34,1867.72,1867.72,1920.0,
2014-05-07 13:30:00,1868.53,1876.47,1859.79,1871.51,2880.0,
2014-05-07 17:30:00,1871.51,1878.83,1868.43,1878.21,1920.0,
2014-05-08 13:30:00,1877.39,1889.07,1874.55,1882.8,2880.0,
2014-05-08 17:30:00,1882.84,1883.73,1870.05,1875.63,1920.0,
2014-05-09 13:30:00,1875.27,1878.57,1867.02,1876.49,2880.0,
2014-05-09 17:30:00,1876.5,1878.57,1871.45,1878.48,1920.0,
2014-05-12 13:30:00,1880.03,1894.78,1880.03,1893.84,2880.0,
2014-05-12 17:30:00,1893.85,1897.13,1893.46,1896.65,1920.0,
2014-05-13 13:30:00,1896.75,1902.17,1896.38,1898.28,2880.0,
2014-05-13 17:30:00,1898.31,1898.68,1896.06,1897.45,1920.0,
2014-05-14 13:30:00,1897.13,1897.13,1891.46,1894.06,2880.0,
2014-05-14 17:30:00,1894.05,1894.21,1885.77,1888.53,1920.0,
2014-05-15 13:30:00,1888.16,1888.16,1862.36,1865.85,2880.0,
2014-05-15 17:30:00,1865.91,1872.49,1863.85,1870.85,1920.0,
2014-05-16 13:30:00,1871.19,1873.04,1864.82,1870.09,2880.0,
2014-05-16 17:30:00,1870.07,1878.28,1868.38,1877.86,1920.0,
2014-05-19 13:30:00,1876.66,1884.99,1872.42,1882.6,2880.0,
2014-05-19 17:30:00,1882.59,1886.0,1882.18,1885.08,1920.0,2400.0
2014-05-20 13:30:00,1884.88,1884.88,1870.91,1872.67,2880.0,2400.0
2014-05-20 17:30:00,1872.67,1875.89,1868.14,1872.83,1920.0,2400.0
2014-05-21 13:30:00,1873.34,1886.06,1873.34,1884.22,2880.0,2400.0
2014-05-21 17:30:00,1884.19,1888.8,1882.12,1888.03,1920.0,2400.0
2014-05-22 13:30:00,1888.19,1895.96,1885.39,1895.23,2879.0,2399.95
2014-05-22 17:30:00,1895.26,1896.33,1892.49,1892.49,1920.0,2399.95
2014-05-23 13:30:00,1893.32,1899.95,1893.32,1898.8,2880.0,2399.95
2014-05-23 17:30:00,1898.8,1901.26,1898.52,1900.53,1920.0,2399.95
2014-05-27 13:30:00,1902.01,1911.61,1902.01,1908.77,2880.0,2399.95
2014-05-27 17:30:00,1908.77,1912.28,1907.69,1911.91,1920.0,2399.95
2014-05-28 13:30:00,1911.77,1913.62,1907.3,1912.91,2880.0,2399.95
2014-05-28 17:30:00,1912.91,1914.46,1909.64,1909.78,1920.0,2399.95
2014-05-29 13:30:00,1910.6,1915.78,1909.82,1913.93,2880.0,2399.95
2014-05-29 17:30:00,1913.94,1920.03,1913.48,1920.03,1920.0,2399.95
2014-05-30 13:30:00,1920.33,1921.48,1916.64,1918.57,2880.0,2399.95
2014-05-30 17:30:00,1918.54,1924.03,1917.34,1923.57,1920.0,2399.95
2014-06-02 13:30:00,1923.87,1925.27,1916.04,1924.33,8637.0,2687.8
2014-06-02 17:30:00,1924.28,1925.88,1922.76,1924.73,5400.0,2861.8
2014-06-03 13:30:00,1923.07,1924.2,1918.83,1923.44,8637.0,3149.65
2014-06-03 17:30:00,1923.67,1925.07,1922.56,1924.1,5400.0,3323.65
2014-06-04 13:30:00,1923.06,1928.63,1918.77,1928.05,8640.0,3611.65
2014-06-04 17:30:00,1927.71,1928.53,1925.98,1927.92,5400.0,3785.65
2014-06-05 13:30:00,1928.52,1941.15,1922.93,1939.09,8637.0,4073.5
2014-06-05 17:30:00,1939.14,1941.74,1938.38,1940.19,5400.0,4247.5
2014-06-06 13:30:00,1942.41,1949.26,1942.41,1948.92,8640.0,4535.55
2014-06-06 17:30:00,1948.72,1949.05,1946.46,1948.45,5400.0,4709.55
2014-06-09 13:30:00,1948.97,1955.55,1948.29,1951.29,8640.0,4997.55
2014-06-09 17:30:00,1950.97,1951.93,1947.18,1950.63,5400.0,5171.55
2014-06-10 13:30:00,1950.34,1950.34,1944.98,1947.07,8640.0,5459.55
2014-06-10 17:30:00,1947.14,1950.73,1947.14,1949.99,5400.0,5633.55
2014-06-11 13:30:00,1949.37,1949.37,1942.18,1944.48,8640.0,5921.55
2014-06-11 17:30:00,1945.0,1945.85,1940.1,1943.44,5400.0,6095.55
2014-06-12 13:30:00,1943.35,1943.35,1932.86,1932.95,8640.0,6383.55
2014-06-12 17:30:00,1932.95,1932.95,1925.82,1930.19,5400.0,6557.55
2014-06-13 13:30:00,1930.8,1937.23,1927.75,1933.32,8634.0,6845.25
2014-06-13 17:30:00,1933.53,1937.3,1931.32,1934.91,5400.0,7019.25
2014-06-16 13:30:00,1934.84,1941.15,1931.23,1938.56,8640.0,7019.4
2014-06-16 17:30:00,1938.63,1939.76,1934.57,1937.62,5400.0,7019.4
2014-06-17 13:30:00,1937.15,1942.61,1933.58,1940.39,8637.0,7019.4
2014-06-17 17:30:00,1940.34,1943.69,1940.34,1942.06,5400.0,7019.4
2014-06-18 13:30:00,1942.73,1945.15,1939.66,1942.61,8637.0,7019.25
2014-06-18 17:30:00,1942.27,1957.74,1939.94,1957.1,5400.0,7019.25
2014-06-19 13:30:00,1957.5,1959.87,1952.45,1954.0,8640.0,7019.4
2014-06-19 17:30:00,1954.08,1959.36,1953.62,1958.58,5400.0,7019.4
2014-06-20 13:30:00,1960.45,1963.91,1959.17,1961.46,2880.0,6731.4
2014-06-20 17:30:00,1961.49,1963.29,1960.76,1962.87,1920.0,6557.4
2014-06-23 13:30:00,1962.92,1963.74,1958.89,1959.96,2880.0,6269.4
2014-06-23 17:30:00,1959.98,1962.9,1959.41,1962.61,1920.0,6095.4
2014-06-24 13:30:00,1961.97,1968.17,1958.94,1961.34,2880.0,5807.4
2014-06-24 17:30:00,1961.3,1962.15,1948.34,1949.98,1920.0,5633.4
2014-06-25 13:30:00,1949.27,1956.77,1947.49,1955.43,2880.0,5345.4
2014-06-25 17:30:00,1955.57,1960.83,1955.32,1959.53,1920.0,5171.4
2014-06-26 13:30:00,1959.89,1959.89,1944.69,1954.87,2880.0,4883.4
2014-06-26 17:30:00,1955.03,1957.51,1954.21,1957.22,1920.0,4709.4
2014-06-27 13:30:00,1956.56,1957.71,1952.18,1953.09,2880.0,4421.7
2014-06-27 17:30:00,1953.14,1961.47,1952.64,1960.97,1920.0,4247.7
2014-06-30 13:30:00,1960.79,1964.24,1958.41,1962.26,2880.0,3959.7
2014-06-30 17:30:00,1962.25,1963.59,1958.22,1960.23,1920.0,3785.7
2014-07-01 13:30:00,1962.29,1978.58,1962.29,1978.22,2880.0,3497.85
2014-07-01 17:30:00,1978.21,1978.26,1973.19,1973.32,1920.0,3323.85
2014-07-02 13:30:00,1973.06,1976.67,1972.72,1974.41,2879.0,3035.95
2014-07-02 17:30:00,1974.43,1974.62,1972.58,1974.62,1920.0,2861.95
2014-07-03 13:30:00,1975.88,1985.59,1975.88,1985.44,2760.0,2567.95
2014-07-03 17:30:00,1985.44,1985.44,1985.44,1985.44,1.0,2298.0
2014-07-07 13:30:00,1984.22,1984.22,1975.23,1976.54,2880.0,2298.0
2014-07-07 17:30:00,1976.52,1978.85,1974.88,1977.65,1920.0,2298.0
2014-07-08 13:30:00,1976.39,1976.39,1959.46,1965.24,2880.0,2298.0
2014-07-08 17:30:00,1965.26,1967.56,1962.58,1963.71,1920.0,2298.0
2014-07-09 13:30:00,1965.1,1971.2,1965.1,1969.1,2880.0,2298.0
2014-07-09 17:30:00,1969.18,1974.15,1966.33,1972.83,1920.0,2298.0
2014-07-10 13:30:00,1966.67,1968.43,1952.86,1968.14,2880.0,2298.0
2014-07-10 17:30:00,1968.35,1969.84,1962.16,1964.68,1919.0,2297.95
2014-07-11 13:30:00,1965.76,1965.88,1959.63,1965.26,2880.0,2297.95
2014-07-11 17:30:00,1965.31,1968.67,1964.49,1967.57,1920.0,2297.95
2014-07-14 13:30:00,1969.86,1979.85,1969.86,1977.58,2877.0,2297.8
2014-07-14 17:30:00,1977.57,1978.44,1976.22,1977.1,1919.0,2297.75
2014-07-15 13:30:00,1977.36,1982.52,1965.34,1973.37,2874.0,2297.45
2014-07-15 17:30:00,1973.49,1976.16,1972.38,1973.28,1915.0,2297.2
2014-07-16 13:30:00,1976.35,1983.94,1975.67,1981.26,2880.0,2297.2
2014-07-16 17:30:00,1981.27,1982.45,1979.97,1981.57,1920.0,2297.2
2014-07-17 13:30:00,1979.75,1981.8,1965.95,1973.21,2880.0,2297.25
2014-07-17 17:30:00,1973.41,1974.19,1955.59,1958.12,1920.0,2297.25
2014-07-18 13:30:00,1961.54,1975.32,1960.82,1972.28,2880.0,2303.25
2014-07-18 17:30:00,1972.28,1979.91,1971.8,1978.22,1920.0,2399.2
2014-07-21 13:30:00,1976.93,1976.93,1965.77,1973.6,2880.0,2399.2
2014-07-21 17:30:00,1973.66,1975.83,1973.06,1973.63,1920.0,2399.2
2014-07-22 13:30:00,1975.65,1986.24,1975.65,1985.1,2880.0,2399.2
2014-07-22 17:30:00,1985.12,1985.35,1981.27,1983.53,1920.0,2399.2
2014-07-23 13:30:00,1985.32,1989.23,1982.44,1986.57,2880.0,2399.2
2014-07-23 17:30:00,1986.58,1988.73,1986.21,1987.01,1920.0,2399.2
2014-07-24 13:30:00,1988.07,1991.39,1985.86,1988.87,2880.0,2399.2
2014-07-24 17:30:00,1988.89,1990.24,1985.79,1987.96,1920.0,2399.25
2014-07-25 13:30:00,1984.6,1984.6,1974.37,1978.21,2880.0,2399.25
2014-07-25 17:30:00,1978.26,1979.47,1975.5,1978.34,1920.0,2399.25
2014-07-28 13:30:00,1978.25,1979.0,1967.31,1977.48,2880.0,2399.4
2014-07-28 17:30:00,1977.46,1981.52,1977.46,1978.91,1920.0,2399.45
2014-07-29 13:30:00,1980.03,1984.85,1973.53,1980.46,2880.0,2399.75
2014-07-29 17:30:00,1980.46,1980.57,1969.95,1969.95,1920.0,2400.0
2014-07-30 13:30:00,1973.21,1978.9,1962.42,1964.66,2880.0,2400.0
2014-07-30 17:30:00,1964.68,1976.24,1964.56,1970.07,1920.0,2400.0
2014-07-31 13:30:00,1965.14,1965.14,1937.46,1940.36,2879.0,2399.95
2014-07-31 17:30:00,1940.42,1944.19,1930.67,1930.67,1920.0,2399.95
2014-08-01 13:30:00,1929.8,1937.35,1916.37,1926.92,2880.0,2399.95
2014-08-01 17:30:00,1927.8,1932.05,1923.87,1925.15,1920.0,2399.95
2014-08-04 13:30:00,1926.62,1930.75,1921.2,1929.97,2880.0,2399.95
2014-08-04 17:30:00,1929.96,1942.92,1929.89,1938.99,1920.0,2399.95
2014-08-05 13:30:00,1936.34,1936.34,1926.21,1930.34,2880.0,2399.95
2014-08-05 17:30:00,1930.41,1930.55,1913.77,1920.21,1920.0,2399.95
2014-08-06 13:30:00,1917.29,1927.91,1911.45,1922.32,2880.0,2399.95
2014-08-06 17:30:00,1922.27,1923.23,1918.26,1920.24,1920.0,2399.95
2014-08-07 13:30:00,1923.03,1928.89,1908.24,1915.81,2880.0,2399.95
2014-08-07 17:30:00,1915.82,1917.9,1904.78,1909.57,1920.0,2399.95
2014-08-08 13:30:00,1910.35,1927.35,1909.01,1926.55,2880.0,2399.95
2014-08-08 17:30:00,1926.51,1932.38,1925.08,1931.59,1920.0,2399.95
2014-08-11 13:30:00,1933.43,1944.9,1933.43,1940.11,2880.0,2399.95
2014-08-11 17:30:00,1940.06,1940.93,1935.78,1936.92,1920.0,2399.95
2014-08-12 13:30:00,1935.73,1939.65,1929.43,1934.34,2880.0,2399.95
2014-08-12 17:30:00,1934.34,1935.3,1928.29,1933.75,1920.0,2399.95
2014-08-13 13:30:00,1935.6,1948.41,1935.6,1946.19,2880.0,2399.95
2014-08-13 17:30:00,1946.18,1947.44,1944.24,1946.72,1920.0,2399.95
2014-08-14 13:30:00,1947.41,1954.81,1947.41,1953.9,2880.0,2400.0
2014-08-14 17:30:00,1953.88,1955.23,1952.12,1955.18,1920.0,2400.0
2014-08-15 13:30:00,1958.87,1964.04,1941.5,1949.5,2880.0,2400.0
2014-08-15 17:30:00,1949.56,1956.26,1946.32,1955.06,1920.0,2400.0
2014-08-18 13:30:00,1958.36,1971.99,1958.36,1970.5,2880.0,2400.0
2014-08-18 17:30:00,1970.49,1971.73,1969.08,1971.73,1920.0,2400.0
2014-08-19 13:30:00,1972.73,1980.81,1972.73,1980.33,2880.0,2400.0
2014-08-19 17:30:00,1980.34,1982.57,1979.96,1981.6,1920.0,2400.0
2014-08-20 13:30:00,1980.46,1985.75,1977.68,1985.17,2880.0,2400.0
2014-08-20 17:30:00,1985.22,1988.57,1979.85,1986.51,1920.0,2400.0
2014-08-21 13:30:00,1986.82,1993.45,1986.82,1993.43,2880.0,2400.0
2014-08-21 17:30:00,1993.42,1994.76,1991.87,1992.38,1920.0,2400.0
2014-08-22 13:30:00,1992.6,1993.54,1984.76,1991.77,2880.0,2400.0
2014-08-22 17:30:00,1991.76,1992.28,1987.6,1988.41,1920.0,2400.0
2014-08-25 13:30:00,1991.74,2001.95,1991.74,1997.82,2880.0,2400.0
2014-08-25 17:30:00,1997.87,1999.14,1996.91,1997.94,1920.0,2400.0
2014-08-26 13:30:00,1998.59,2005.04,1998.59,2002.07,2880.0,2400.0
2014-08-26 17:30:00,2002.11,2002.41,1999.75,2000.02,1920.0,2400.0
2014-08-27 13:30:00,2000.54,2002.14,1997.6,2000.22,2880.0,2400.0
